libvirt 1:7.7.0-1
libvirt-glib 4.0.0-1
libvirt-python 1:7.3.0-1
libvisual 0.4.0-8
libvorbis 1.3.7-2
libvpx 1.10.0-1
libvterm 0.1.3.git1.65dbda-1
libwacom 1.12-1
libwebp 1.2.1-2
libwmf 0.2.12-2
libwpe 1.10.1-1
libx11 1.7.2-1
libx86emu 3.2-1
libxau 1.0.9-3
libxaw 1.0.14-1
libxcb 1.14-1
libxcomposite 0.4.5-3
libxcrypt 4.4.26-1
libxcursor 1.2.0-2
libxdamage 1.1.5-3
libxdmcp 1.1.3-3
libxext 1.3.4-3
libxfixes 6.0.0-1
libxfont2 2.0.5-1
libxft 2.3.4-1
libxi 1.8-1
libxinerama 1.1.4-3
libxkbcommon 1.3.1-1
libxkbcommon-x11 1.3.1-1
libxkbfile 1.1.0-2
libxklavier 5.4-3
libxml2 2.9.12-2
libxmlb 0.3.2-1
libxmu 1.1.3-2
libxp 1.0.3-4
libxpm 3.5.13-2
libxrandr 1.5.2-3
libxrender 0.9.10-4
libxres 1.2.1-1
libxshmfence 1.3-2
libxslt 1.1.34-6
libxss 1.2.3-3
libxt 1.2.1-1
libxtst 1.2.3-4
libxv 1.0.11-4
libxvmc 1.0.12-3
libxxf86vm 1.1.4-4
libyaml 0.2.5-1
libyuv r2212+dfaf7534-2
libzip 1.7.3-2
licenses 20200427-1
lilv 0.24.12-1
linux-api-headers 5.12.3-1
linux-firmware 20210818.c46b8c3-1
linux414 4.14.247-1
linux414-virtualbox-host-modules 6.1.26-7
linux513 5.13.19-2
lirc 1:0.10.1-8
llvm-libs 12.0.1-4
lm_sensors 1:3.6.0.r41.g31d1f125-1
lmdb 0.9.29-1
logiops 0.2.3-1
logrotate 3.18.1-1
lsb-release 1.4-13
lsof 4.94.0-1
lua52 5.2.4-5
lua53 5.3.6-1
luajit 2.0.5-3
luit 20201003-1
lutris 0.5.8.4-1
lvm2 2.03.13-1
lxmenu-data 0.1.5-3
lxsession 1:0.5.5-1
lz4 1:1.9.3-2
lzo 2.10-3
m4 1.4.19-1
mailcap 2.1.53-1
make 4.3-3
man-db 2.9.4-2
man-pages 5.13-1
manjaro-alsa 20210109-1
manjaro-application-utility 1.3.3-5
manjaro-base-skel 20171029-3
manjaro-browser-settings 20201114-1
manjaro-documentation-en 20181009-1
manjaro-firmware 20160419-1
manjaro-hello 0.6.6-9
manjaro-hotfixes 2018.08-6
manjaro-icons 20191015-1
manjaro-kde-settings 20210813-2
manjaro-keyring 20210910-2
manjaro-printer 20200215-2
manjaro-pulse 20210109-1
manjaro-release 21.1.4-1.0
manjaro-settings-manager 0.5.6-15
manjaro-settings-manager-kcm 0.5.6-15
manjaro-settings-manager-knotifier 0.5.6-15
manjaro-system 20210612-1
manjaro-zsh-config 0.20-3
matray 1.1.1-1
mbedtls 2.27.0-1
md4c 0.4.8-1
mdadm 4.1-2
media-player-info 24-2
memtest86+ 5.31b-1
menu-cache 1.1.0-2
mesa 21.2.2-1
mesa-demos 8.4.0-4
mesa-vdpau 21.2.2-1
metis 5.1.0.p10-2
mhwd 0.6.5-2
mhwd-amdgpu 19.1.0-1
mhwd-ati 19.1.0-1
mhwd-db 0.6.5-15
mhwd-nvidia 470.63.01-1
mhwd-nvidia-390xx 390.144-1
milou 5.22.5-1
minecraft-launcher 928-1
minizip 1:1.2.11-4
mjpegtools 2.2.1-1
mkinitcpio 30-3
mkinitcpio-busybox 1.33.1-1
mkinitcpio-openswap 0.1.0-3
mobile-broadband-provider-info 20210805-1
modemmanager 1.18.2-1
modemmanager-qt 5.86.0-1
mpd 0.22.11-1
mpfr 4.1.0.p13-1
mpg123 1.29.0-1
msgpack-c 4.0.0-1
mtdev 1.1.6-1
mtpfs 1.1-4
mypaint-brushes1 1.3.1-1
nano 5.8-1
nautilus 40.2-1
ncurses 6.2-2
ndctl 71.1-1
neofetch 7.1.0-2
neon 0.32.1-1
neovim 0.5.0-1
nerd-fonts-noto-sans-mono 2.0.0-1
net-snmp 5.9.1-1
netpbm 10.73.36-1
nettle 3.7.3-1
networkmanager 1.32.12-1
networkmanager-openconnect 1.2.7dev+65+gca4187c-1
networkmanager-openvpn 1.8.14-1
networkmanager-pptp 1.2.9dev+10+gb41b0d0-4
networkmanager-qt 5.86.0-1
networkmanager-vpnc 1.2.7dev+20+gdca3aea-2
nfs-utils 2.5.4-1
nfsidmap 2.5.4-1
nftables 1:1.0.0-1
nitrogen 1.6.1-3
nlopt 2.7.0-2
nmap 7.92-1
node-gyp 8.2.0-1
nodejs 16.10.0-1
nodejs-nopt 5.0.0-2
noto-fonts 20201226-2
noto-fonts-compat 20151217-1
noto-fonts-emoji 20210625-1
npm 7.24.1-1
npth 1.6-3
nspr 4.32-1
nss 3.70-1
nss-mdns 0.15.1-1
ntfs-3g 2021.8.22-1
ntp 4.2.8.p15-1
numactl 2.0.14-1
numlockx 1.2-5
oath-toolkit 2.6.7-1
obs-studio 27.0.1-3
ocl-icd 2.3.1-1
okular 21.08.1-1
openal 1.21.1-1
openbsd-netcat 1.217_2-1
openconnect 1:8.10-1
opencore-amr 0.1.5-5
openexr 3.1.1-1
openjpeg2 2.4.0-1
openmotif 2.3.8-3
openmpi 4.1.1-2
openresolv 3.12.0-1
openssh 8.7p1-2
openssl 1.1.1.l-1
openvpn 2.5.3-1
opus 1.3.1-2
orc 0.4.32-1
os-prober 1.79-1
osinfo-db 20210903-1
ostree 2021.4-1
oxygen 5.22.5-1
oxygen-icons 1:5.86.0-1
p11-kit 0.24.0-1
p7zip 1:17.04-3
packagekit 1.2.4-1
packagekit-qt5 1.0.2-1
pacman 6.0.1-2
pacman-mirrors 4.21.5-1
pam 1.5.2-1
pamac-cli 10.2.0-1
pamac-gtk 10.2.0-1
pamac-tray-icon-plasma 0.1.2-4
pambase 20210605-2
pango 1:1.48.10-1
pangomm 2.46.1-2
parted 3.4-2
partitionmanager 21.08.1-1
patch 2.7.6-8
pavucontrol 1:5.0-1
pciutils 3.7.0-1
pcmanfm 1.3.2-1
pcre 8.45-1
pcre2 10.37-1
pcsclite 1.9.3-1
perl 5.34.0-2
perl-alien-build 2.41-1
perl-alien-libxml2 0.17-2
perl-capture-tiny 0.48-5
perl-clone 0.45-3
perl-dbi 1.643-3
perl-encode-locale 1.05-8
perl-error 0.17029-3
perl-ffi-checklib 0.28-2
perl-file-basedir 0.09-1
perl-file-chdir 0.1011-4
perl-file-desktopentry 0.22-8
perl-file-listing 6.14-2
perl-file-mimeinfo 0.30-2
perl-file-which 1.24-2
perl-html-parser 3.76-2
perl-html-tagset 3.20-11
perl-http-cookies 6.10-2
perl-http-daemon 6.12-1
perl-http-date 6.05-4
perl-http-message 6.33-1
perl-http-negotiate 6.01-9
perl-io-html 1.004-2
perl-ipc-system-simple 1.30-3
perl-libwww 6.57-1
perl-lwp-mediatypes 6.02-9
perl-mailtools 2.21-5
perl-net-http 6.21-2
perl-parse-yapp 1.21-4
perl-path-tiny 0.118-2
perl-timedate 2.33-3
perl-try-tiny 0.30-6
perl-uri 5.09-2
perl-www-robotrules 6.02-9
perl-xml-libxml 2.0207-2
perl-xml-namespacesupport 1.12-4
perl-xml-parser 2.46-3
perl-xml-sax 1.02-1
perl-xml-sax-base 1.09-4
perl-xml-writer 0.625-7
phodav 2.5-1
phonon-qt5 4.11.1-2
phonon-qt5-gstreamer 4.10.0-2
picom 8.2-1
pinentry 1.1.1-1
pipewire 1:0.3.37-1
pipewire-media-session 1:0.3.37-1
pixman 0.40.0-1
pkcs11-helper 1.27.0-1
pkgconf 1.8.0-1
pkgfile 21-2
plasma-browser-integration 5.22.5-1
plasma-desktop 5.22.5-1
plasma-framework 5.86.0-1
plasma-integration 5.22.5-1
plasma-nm 5.22.5-1
plasma-pa 5.22.5-1
plasma-simplemenu 1.0.12-1
plasma-systemmonitor 5.22.5-1
plasma-workspace 5.22.5-2
plasma-workspace-wallpapers 5.22.5-1
plasma5-themes-breath2 1.0.18-5
pmount 0.9.23-14
polkit 0.119-1
polkit-kde-agent 5.22.5-1
polkit-qt5 0.114.0-1
polyclipping 6.4.2-4
poppler 21.09.0-1
poppler-data 0.4.11-1
poppler-glib 21.09.0-1
poppler-qt5 21.09.0-1
popt 1.18-1
portaudio 1:19.7.0-1
portsmf 234-2
powerdevil 5.22.5-1
powertop 2.14-1
ppp 2.4.9-1
pptpclient 1.10.0-2
print-manager 21.08.1-1
prison 5.86.0-1
procps-ng 3.3.17-1
protobuf 3.17.3-1
psmisc 23.4-1
pugixml 1.11.4-1
pulseaudio 15.0-1
pulseaudio-alsa 1:1.2.5-2
pulseaudio-bluetooth 15.0-1
pulseaudio-ctl 1.70-1
pulseaudio-equalizer 15.0-1
pulseaudio-jack 15.0-1
pulseaudio-lirc 15.0-1
pulseaudio-qt 1.3-1
pulseaudio-rtp 15.0-1
pulseaudio-zeroconf 15.0-1
purpose 5.86.0-1
python 3.9.7-1
python-appdirs 1.4.4-3
python-cachecontrol 0.12.6-3
python-cairo 1.20.1-1
python-cairocffi 1.2.0-3
python-certifi 2020.12.5-1
python-cffi 1.14.6-1
python-chardet 4.0.0-2
python-colorama 0.4.4-3
python-contextlib2 0.6.0.post1-3
python-cryptography 3.4.8-2
python-distlib 0.3.2-1
python-distro 1.6.0-1
python-dnspython 1:2.1.0-1
python-docopt 0.6.2-9
python-entrypoints 0.3-6
python-evdev 1.4.0-1
python-gobject 3.40.1-1
python-html5lib 1.1-6
python-idna 3.2-1
python-importlib-metadata 4.8.1-1
python-jeepney 0.7.1-1
python-keyring 23.0.1-1
python-keyutils 0.6-6
python-lxml 4.6.3-1
python-markdown 3.3.4-1
python-more-itertools 8.10.0-1
python-msgpack 1.0.2-2
python-npyscreen 4.10.5-5
python-numpy 1.21.2-1
python-ordered-set 4.0.2-3
python-packaging 20.9-2
python-pep517 0.11.0-1
python-pillow 8.3.2-1
python-pip 20.3.4-1
python-ply 3.11-7
python-progress 1.5-5
python-pycparser 2.20-3
python-pycups 2.0.1-3
python-pycurl 7.44.1-1
python-pynest2d 4.10.0-1
python-pyopenssl 20.0.1-1
python-pyparsing 2.4.7-3
python-pyqt5 5.15.4-1
python-pyqt5-sip 12.9.0-1
python-pyserial 3.5-2
python-pysmbc 1.0.23-2
python-reportlab 3.6.1-1
python-requests 2.26.0-1
python-resolvelib 0.5.5-1
python-retrying 1.3.3-9
python-scipy 1.7.1-1
python-secretstorage 3.3.1-1
python-setuptools 1:57.4.0-2
python-shapely 1.7.1-3
python-sip4 4.19.25-1
python-six 1.16.0-1
python-toml 0.10.2-3
python-tomli 1.2.1-1
python-trimesh 3.9.31-1
python-urllib3 1.26.6-1
python-webencodings 0.5.1-6
python-xcffib 0.11.1-1
python-yaml 5.4.1.1-2
python-zipp 3.5.0-1
qbittorrent 4.3.8-1
qca-qt5 2.3.4-1
qemu 6.1.0-2
qgpgme 1.16.0-1
qpdf 10.3.2-1
qqc2-desktop-style 5.86.0-1
qrencode 4.1.1-1
qt5-base 5.15.2+kde+r226-1
qt5-declarative 5.15.2+kde+r30-1
qt5-graphicaleffects 5.15.2-1
qt5-imageformats 5.15.2-1
qt5-location 5.15.2-3
qt5-multimedia 5.15.2-1
qt5-quickcontrols 5.15.2-1
qt5-quickcontrols2 5.15.2+kde+r8-1
qt5-sensors 5.15.2-1
qt5-speech 5.15.2-1
qt5-svg 5.15.2+kde+r7-1
qt5-tools 5.15.2+kde+r17-3
qt5-virtualkeyboard 5.15.2+kde+r4-1
qt5-wayland 5.15.2+kde+r30-1
qt5-webchannel 5.15.2-1
qt5-webengine 5.15.6-2
qt5-webkit 5.212.0alpha4-10
qt5-x11extras 5.15.2-1
qtile 0.18.1-2
raptor 2.0.15-16
rav1e 0.4.1-1
re2 1:20210901-1
readline 8.1.001-1
reiserfsprogs 3.6.27-3
rest 0.8.1-3
rhash 1.4.2-1
ripgrep 13.0.0-2
rpcbind 1.2.6-1
rpi-imager 1.6.2-2
rsync 3.2.3-4
rtkit 0.13-1
rtmpdump 1:2.4.r96.fa8646d-6
ruby 3.0.2-1
ruby-irb 1.3.6-1
ruby-reline 0.2.5-1
rubygems 3.2.21-1
run-parts 5.4-1
s-nail 14.9.22-1
samba 4.15.0-1
sane 1.0.32-3
sbc 1.5-2
screenfetch 3.9.1-1
sddm 0.19.0-6
sddm-breath2-theme 1.0.18-5
sddm-kcm 5.22.5-1
sdl 1.2.15+387+gfbfcca32-1
sdl2 2.0.16-2
seabios 1.14.0-1
sed 4.8-1
semver 7.3.5-2
serd 0.30.10-1
sfml 2.5.1-2
shaderc 2021.1-2
shadow 4.8.1-4
shared-mime-info 2.0+57+gc1d1c70-1
shell-color-scripts 1.0.r52.3dbdfac-1
signon-kwallet-extension 21.08.1-1
signon-plugin-oauth2 0.25-1
signon-ui 0.17+20171022-2
signond 8.60-3
skanlite 21.08.1-1
slang 2.3.2-2
slock 1.4-5
smartmontools 7.2-1
smbclient 4.15.0-1
snapd 2.51.3-2
snapd-glib 1.54-1
snappy 1.1.9-2
socat 1.7.4.1-1
sof-firmware 1.8-1
solid 5.86.0-1
sonnet 5.86.0-1
sord 0.16.8-1
sound-theme-freedesktop 0.8-4
soundtouch 2.3.0-1
spandsp 0.0.6-3
spectacle 21.08.1-1
spectre-meltdown-checker 0.44-1
speex 1.2.0-3
speexdsp 1.2.0-2
spice 0.15.0-1
spice-gtk 0.39-3
spirv-tools 2021.1-1
splix 2.0.0-15
spotify 1:1.1.56.595-1
sqlite 3.36.0-1
squashfs-tools 4.5-1
squashfuse 0.1.104-2
sratom 0.6.8-1
srt 1.4.3-1
sshfs 3.7.2-1
startup-notification 0.12-7
steam-manjaro 1.0.0.72-2
stoken 0.92-4
sublime-text-4 4.4113-1
sudo 1.9.8.p2-1
suil 0.10.10-1
suitesparse 5.10.1-1
svt-av1 0.8.7-1
svt-hevc 1.5.1-1
swaylock 1.5-1
syndication 5.86.0-1
syntax-highlighting 5.86.0-1
sysfsutils 2.1.1-1
system-config-printer 1.5.15-1
systemd 249.4-1
systemd-fsck-silent 239-1
systemd-kcm 1.2.1-5
systemd-libs 249.4-1
systemd-sysvcompat 249.4-1
systemsettings 5.22.5-1
taglib 1.12-1
talloc 2.3.3-1
tar 1.34-1
tbb 2020.3-1
tcl 8.6.11-1
tdb 1.4.5-1
terminus-font 4.49.1-2
tevent 1:0.11.0-1
texinfo 6.8-2
thin-provisioning-tools 0.9.0-1
threadweaver 5.86.0-1
thunderbird 91.1.1-1
timeshift 20.11.1+28+gefed117-1
timeshift-autosnap-manjaro 0.10-1
tlp 1.3.1-2
tor 0.4.6.7-1
totem-pl-parser 3.26.6-1
tpm2-tss 3.1.0-1
tracker3 3.2.0-1
tracker3-miners 3.2.0+6+gfffef2772-1
transcode 1.1.7-38
trayer 1.1.8-2
tree-sitter 0.20.0-1
tslib 1.22-1
ttf-dejavu 2.37+18+g9b5d1b2f-3
ttf-droid 20121017-10
ttf-fira-code 5.2-1
ttf-hack 3.003-3
ttf-inconsolata 1:3.000-3
ttf-indic-otf 0.2-11
ttf-liberation 2.1.4-1
twolame 0.4.0-2
tzdata 2021a-2
udiskie 2.3.3-1
udisks2 2.9.3-1
unarchiver 1.10.7-4
unibilium 2.1.1-1
unzip 6.0-14
upower 0.99.13-1
uranium 4.11.0-1
usb_modeswitch 2.6.1-1
usbmuxd 1.1.1-1
usbredir 0.11.0-1
usbutils 014-1
util-linux 2.37.2-1
util-linux-libs 2.37.2-1
v4l-utils 1.20.0-1
v86d 0.1.10-5.1
vamp-plugin-sdk 2.10.0-1
vcdimager 2.0.1-4
vde2 2.3.2-16
vi 1:070224-5
vid.stab 1.1-3
vifm 0.11-1
vim 8.2.3441-1
vim-runtime 8.2.3441-1
virglrenderer 0.9.1-1
virt-install 3.2.0-1
virt-manager 3.2.0-1
virt-viewer 10.0-2
visual-studio-code-bin 1.59.1-1
vlc 3.0.16-3
vmaf 1.5.3-1
volume_key 0.3.12-5
vpnc 1:0.5.3.r496.r153-2
vscodium 1.59.1-1
vte-common 0.64.2-2
vte3 0.64.2-2
vulkan-icd-loader 1.2.191-1
vulkan-intel 21.2.2-1
vulkan-radeon 21.2.2-1
wavpack 5.4.0-1
wayland 1.19.0-1
wayland-protocols 1.23-1
waylock 0.3.3-2
web-installer-url-handler 1.0.2-1
webkit2gtk 2.32.4-1
webrtc-audio-processing 0.3.1-3
wget 1.21.2-1
which 2.21-5
wildmidi 0.4.4-1
wine-staging 6.16-1
wireless-regdb 2021.08.28-1
woff2 1.0.2-3
wpa_supplicant 2:2.9-8
wpebackend-fdo 1.10.0-1
wxgtk-common 3.0.5.1-2
wxgtk3 3.0.5.1-2
x264 3:0.161.r3039.544c61f-1
x265 3.5-1
xapian-core 1:1.4.18-1
xapp 2.2.3-2
xbindkeys 1.8.7-2
xbindkeys_config-gtk2 0.1.4-1
xbitmaps 1.1.2-2
xcb-proto 1.14.1-3
xcb-util 0.4.0-3
xcb-util-cursor 0.1.3-3
xcb-util-image 0.4.0-3
xcb-util-keysyms 0.4.0-3
xcb-util-renderutil 0.3.9-3
xcb-util-wm 0.4.1-3
xcb-util-xrm 1.3-2
xdg-dbus-proxy 0.1.2-3
xdg-desktop-portal 1.10.1-1
xdg-desktop-portal-kde 5.22.5-1
xdg-user-dirs 0.17-3
xdg-utils 1.1.3+19+g9816ebb-1
xf86-input-elographics 1.4.2-2
xf86-input-evdev 2.10.6-2
xf86-input-libinput 1.2.0-1
xf86-input-void 1.4.1-5
xf86-video-amdgpu 21.0.0-1
xf86-video-ati 1:19.1.0-2
xf86-video-intel 1:2.99.917+916+g31486f40-1
xf86-video-nouveau 1.0.17-1
xfsprogs 5.13.0-1
xkeyboard-config 2.33-2
xlockmore 5.67-1
xmlsec 1.2.32-1
xmobar 0.38-8
xmonad 0.15-134
xmonad-contrib 0.16-114
xorg-fonts-encodings 1.0.5-2
xorg-mkfontscale 1.2.1-2
xorg-server 1.20.13-3
xorg-server-common 1.20.13-3
xorg-setxkbmap 1.3.2-2
xorg-twm 1.0.11-1
xorg-xauth 1.1-2
xorg-xdpyinfo 1.3.2-4
xorg-xhost 1.0.8-2
xorg-xinit 1.4.1-3
xorg-xkbcomp 1.4.5-1
xorg-xkill 1.0.5-2
xorg-xmessage 1.0.5-2
xorg-xmodmap 1.0.10-2
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.1-1
xorg-xset 1.2.4-2
xorg-xsetroot 1.1.2-2
xorgproto 2021.5-1
xsecurelock 1.7.0-1
xss-lock 0.3.0.g1e158fb20108-4
xterm 369-1
xvidcore 1.3.7-2
xxhash 0.8.0-1
xz 5.2.5-2
yajl 2.1.0-4
yakuake 21.08.1-1
yay 10.3.1-1
youtube-dl 2021.06.06-1
zbar 0.23.1-7
zenity 3.32.0+55+gd7bedff-1
zensu 0.3-1
zeromq 4.3.4-1
zimg 3.0.3-1
zita-alsa-pcmi 0.3.2-3
zita-resampler 1.8.0-1
zlib 1:1.2.11-4
zsh 5.8-1
zsh-autosuggestions 0.7.0-1
zsh-completions 0.33.0-1
zsh-history-substring-search 1.0.2-1
zsh-syntax-highlighting 0.7.1-1
zsh-theme-powerlevel10k 1.15.0-2
zstd 1.5.0-1
zvbi 0.2.35-4
zxing-cpp 1.2.0-1
zziplib 0.13.72-1
